Country Code,Year,life_expectancy
KOR,1962,55.519512195122
KWT,1962,59.079
LAO,1962,42.009
LBN,1962,65.397
LBR,1962,38.402
LBY,1962,43.843
LCA,1962,58.041
LIE,1962,
LKA,1962,61.733
LSO,1962,50.409
LTU,1962,69.0953658536585
LUX,1962,68.1051707317073
LVA,1962,69.430487804878
MAC,1962,65.946
MAF,1962,68.387
MAR,1962,44.297
MDA,1962,61.922
MDG,1962,44.056
MDV,1962,39.458
MEX,1962,56.599
MHL,1962,54.928
MKD,1962,57.5233414634146
MLI,1962,29.939
MLT,1962,68.3859268292683
MMR,1962,45.023
MNE,1962,65.8979756097561
MNG,1962,47.109
MNP,1962,
MOZ,1962,41.832
MRT,1962,46.049
MUS,1962,57.4912926829268
MWI,1962,35.654
MYS,1962,58.404
NAM,1962,49.087
NCL,1962,59.4390243902439
NER,1962,36.639
NGA,1962,37.809
NIC,1962,47.575
NLD,1962,73.3239024390244
NOR,1962,73.4480487804878
NPL,1962,39.153
NZL,1962,71.2317073170732
OMN,1962,38.192
PAK,1962,46.608
PAN,1962,62.154
PER,1962,51.31
PHL,1962,59.959
PLW,1962,
PNG,1962,46.659
POL,1962,67.4268292682927
PRI,1962,69.284
PRK,1962,54.999
PRT,1962,64.1810243902439
PRY,1962,61.058
PSE,1962,
PYF,1962,60.271
QAT,1962,60.443
ROU,1962,65.2556585365854
RUS,1962,67.300512195122
RWA,1962,47.991
SAU,1962,47.1
SDN,1962,47.354
SEN,1962,39.856
SGP,1962,66.285756097561
SLB,1962,49.254
SLE,1962,34.875
SLV,1962,49.6
SOM,1962,43.877
SRB,1962,64.4788292682927
SSD,1962,29.119
STP,1962,45.861
SUR,1962,58.474
SVK,1962,70.2702926829268
SVN,1962,68.9780487804878
SWE,1962,73.3504878048781
SWZ,1962,46.614
SXM,1962,66.807
SYC,1962,
SYR,1962,55.086
TCA,1962,56.266
TCD,1962,38.835
TGO,1962,43.154
THA,1962,52.79
TJK,1962,54.257
TKM,1962,54.325
TLS,1962,32.953
TON,1962,59.085
TTO,1962,63.427
TUN,1962,45.513
TUR,1962,52.382
TUV,1962,48.193
TZA,1962,43.285
UGA,1962,46.965
UKR,1962,69.3345853658537
URY,1962,67.994
USA,1962,70.119512195122
UZB,1962,58.066
VCT,1962,59.482
VEN,1962,59.529
VGB,1962,61.601
VIR,1962,63.6580975609756
VNM,1962,60.131
VUT,1962,50.676
WSM,1962,55.89
YEM,1962,33.615
ZAF,1962,53.376
ZMB,1962,49.794
ZWE,1962,54.071
AFG,1963,34.016
AGO,1963,37.824
ALB,1963,57.844
ARE,1963,51.584
ARG,1963,64.449
ARM,1963,62.223
ASM,1963,
ATG,1963,64.101
AUS,1963,70.9117073170732
AUT,1963,69.4436585365854
AZE,1963,56.898
BDI,1963,43.718
BEL,1963,70.0514634146342
BEN,1963,39.334
BFA,1963,36.974
BGD,1963,46.655
BGR,1963,70.3092682926829
BHR,1963,55.285
BHS,1963,63.732
BIH,1963,63.274
BLR,1963,69.7097804878049
BLZ,1963,59.569
BMU,1963,63.778
BOL,1963,44.077
BRA,1963,54.209
BRB,1963,66.487
BRN,1963,59.779
BTN,1963,35.029
BWA,1963,51.881
CAF,1963,40.781
CAN,1963,71.3807317073171
CHE,1963,71.1875609756098
CHL,1963,57.15
CHN,1963,51.408
CIV,1963,39.955
CMR,1963,42.918
COD,1963,40.604
COG,1963,50.118
COL,1963,58.892
COM,1963,40.926
CPV,1963,50.894
CRI,1963,61.624
CUB,1963,64.94
CYM,1963,
CYP,1963,62.282
CZE,1963,70.3043902439025
DEU,1963,69.9140731707317
DJI,1963,44.414
DMA,1963,58.688
DNK,1963,72.4004878048781
DOM,1963,51.799
DZA,1963,42.908
ECU,1963,54.88
EGY,1963,47.672
ERI,1963,38.774
ESP,1963,69.6812195121951
EST,1963,69.2101219512195
ETH,1963,41.956
FIN,1963,69.0126829268293
FJI,1963,59.552
FRA,1963,70.5146341463415
FSM,1963,58.176
GAB,1963,48.479
GBR,1963,70.8268292682927
GEO,1963,62.228
GHA,1963,47.578
GIN,1963,37.164
GMB,1963,36.496
GNB,1963,35.661
GNQ,1963,42.546
GRC,1963,70.6105365853659
GRD,1963,64.077
GTM,1963,47.407
GUM,1963,62.359
GUY,1963,59.202
HKG,1963,67.6857317073171
HND,1963,50.25
HRV,1963,66.8558048780488
HTI,1963,42.769
HUN,1963,68.8741463414634
IDN,1963,48.429
IND,1963,45.936
IRL,1963,70.2300975609756
IRN,1963,45.619
IRQ,1963,54.948
ISL,1963,73.0429268292683
ISR,1963,
ITA,1963,69.2480487804878
JAM,1963,65.27
JOR,1963,55.575
JPN,1963,69.7124390243902
KAZ,1963,58.944512195122
KEN,1963,50.808
KGZ,1963,55.9769512195122
KHM,1963,43.898
KIR,1963,49.624
KNA,1963,58.608
KOR,1963,55.9748780487805
KWT,1963,60.162
LAO,1963,41.332
LBN,1963,65.668
LBR,1963,38.473
LBY,1963,45.305
LCA,1963,58.889
LIE,1963,
LKA,1963,61.976
LSO,1963,50.263
LTU,1963,70.2043902439024
LUX,1963,68.7219268292683
LVA,1963,69.8290243902439
MAC,1963,66.386
MAF,1963,69.384
MAR,1963,44.82
MDA,1963,62.355
MDG,1963,44.448
MDV,1963,40.071
MEX,1963,57.31
MHL,1963,55.515
MKD,1963,56.6993414634146
MLI,1963,30.154
MLT,1963,67.8719512195122
MMR,1963,45.636
MNE,1963,66.8162195121951
MNG,1963,48.065
MNP,1963,
MOZ,1963,41.934
MRT,1963,46.689
MUS,1963,58.3532195121951
MWI,1963,35.618
MYS,1963,59.26
NAM,1963,49.714
NCL,1963,59.8878048780488
NER,1963,36.736
NGA,1963,38.192
NIC,1963,48.304
NLD,1963,73.3370731707317
NOR,1963,73.0775609756098
NPL,1963,39.453
NZL,1963,71.280487804878
OMN,1963,39.417
PAK,1963,47.632
PAN,1963,62.735
PER,1963,52.2
PHL,1963,60.388
PLW,1963,
PNG,1963,47.599
POL,1963,68.3756097560976
PRI,1963,69.477
PRK,1963,55.56
PRT,1963,64.7883902439024
PRY,1963,61.334
PSE,1963,
PYF,1963,60.527
QAT,1963,61.167
ROU,1963,67.0717073170732
RUS,1963,67.7571707317073
RWA,1963,44.072
SAU,1963,47.609
SDN,1963,46.189
SEN,1963,39.882
SGP,1963,66.7147073170732
SLB,1963,50.049
SLE,1963,35.344
SLV,1963,50.253
SOM,1963,44.1
SRB,1963,64.8923658536585
SSD,1963,28.826
STP,1963,46.094
SUR,1963,59.039
SVK,1963,70.6334146341463
SVN,1963,68.6219512195122
SWE,1963,73.5553658536585
SWZ,1963,46.854
SXM,1963,68.566
SYC,1963,
SYR,1963,55.778
TCA,1963,58.107
TCD,1963,39.072
TGO,1963,43.372
THA,1963,53.244
TJK,1963,54.542
TKM,1963,54.785
TLS,1963,33.258
TON,1963,59.551
TTO,1963,63.822
TUN,1963,46.5
TUR,1963,53.173
TUV,1963,49.075
TZA,1963,43.494
UGA,1963,47.431
UKR,1963,69.7874878048781
URY,1963,68.084
USA,1963,69.9170731707317
UZB,1963,58.44
VCT,1963,61.063
VEN,1963,60.152
VGB,1963,63.533
VIR,1963,63.4234878048781
VNM,1963,58.701
VUT,1963,51.228
WSM,1963,56.46
YEM,1963,33.247
ZAF,1963,53.633
ZMB,1963,50.133
ZWE,1963,54.549
AFG,1964,34.494
AGO,1964,38.131
ALB,1964,58.983
ARE,1964,52.848
ARG,1964,64.363
ARM,1964,62.418
ASM,1964,
ATG,1964,65.058
AUS,1964,70.8809756097561
AUT,1964,69.9219512195122
AZE,1964,57.196
BDI,1964,43.974
BEL,1964,70.7551219512195
BEN,1964,39.758
BFA,1964,37.251
BGD,1964,47.741
BGR,1964,71.1212195121951
BHR,1964,56.778
BHS,1964,64.05
BIH,1964,63.948
BLR,1964,70.619243902439
BLZ,1964,60.057
BMU,1964,67.641
BOL,1964,44.366
BRA,1964,54.648
BRB,1964,67.02
BRN,1964,60.582
BTN,1964,35.618
BWA,1964,52.349
CAF,1964,41.345
CAN,1964,71.7763414634146
CHE,1964,72.0778048780488
CHL,1964,58.738
CHN,1964,52.156
CIV,1964,40.606
CMR,1964,43.31
COD,1964,40.052
COG,1964,50.696
COL,1964,59.375
COM,1964,41.25
CPV,1964,51.345
CRI,1964,62.083
CUB,1964,65.905
CYM,1964,
CYP,1964,62.79
CZE,1964,70.459512195122
DEU,1964,70.4355609756098
DJI,1964,44.667
DMA,1964,64.493
DNK,1964,72.4851219512195
DOM,1964,52.542
DZA,1964,42.788
ECU,1964,55.305
EGY,1964,48.47
ERI,1964,39.24
ESP,1964,70.399756097561
EST,1964,70.0573170731707
ETH,1964,42.275
FIN,1964,69.2209756097561
FJI,1964,60.219
FRA,1964,70.6634146341463
FSM,1964,58.532
GAB,1964,49.048
GBR,1964,71.6243902439024
GEO,1964,62.333
GHA,1964,47.719
GIN,1964,37.341
GMB,1964,36.948
GNB,1964,35.984
GNQ,1964,42.749
GRC,1964,70.5693902439025
GRD,1964,64.841
GTM,1964,47.712
GUM,1964,62.878
GUY,1964,59.494
HKG,1964,68.4460975609756
HND,1964,50.812
HRV,1964,67.2923170731707
HTI,1964,44.968
HUN,1964,69.3809756097561
IDN,1964,49.232
IND,1964,46.184
IRL,1964,70.4899268292683
IRN,1964,46.196
IRQ,1964,55.633
ISL,1964,73.5417073170732
ISR,1964,
ITA,1964,70.3117073170732
JAM,1964,65.622
JOR,1964,56.559
JPN,1964,70.2065853658537
KAZ,1964,59.1574878048781
KEN,1964,51.328
KGZ,1964,56.1803414634146
KHM,1964,44.398
KIR,1964,50.323
KNA,1964,59.037
KOR,1964,57.1747804878049
KWT,1964,61.158
LAO,1964,41.649
LBN,1964,65.953
LBR,1964,38.607
LBY,1964,47.142
LCA,1964,59.966
LIE,1964,
LKA,1964,62.174
LSO,1964,50.189
LTU,1964,71.5090243902439
LUX,1964,69.3916829268293
LVA,1964,71.0280487804878
MAC,1964,66.8
MAF,1964,69.495
MAR,1964,45.392
MDA,1964,62.81
MDG,1964,44.87
MDV,1964,40.722
MEX,1964,57.947
MHL,1964,56.049
MKD,1964,58.9859268292683
MLI,1964,30.418
MLT,1964,68.7980487804878
MMR,1964,46.497
MNE,1964,67.1505365853659
MNG,1964,48.921
MNP,1964,
MOZ,1964,41.67
MRT,1964,47.446
MUS,1964,59.14
MWI,1964,35.692
MYS,1964,60.063
NAM,1964,50.434
NCL,1964,60.3365853658537
NER,1964,36.744
NGA,1964,38.415
NIC,1964,49.169
NLD,1964,73.7041463414634
NOR,1964,73.5958536585366
NPL,1964,39.994
NZL,1964,71.3292682926829
OMN,1964,40.679
PAK,1964,48.595
PAN,1964,63.203
PER,1964,52.717
PHL,1964,60.541
PLW,1964,
PNG,1964,48.202
POL,1964,68.6292682926829
PRI,1964,69.693
PRK,1964,56.157
PRT,1964,64.9833902439024
PRY,1964,61.583
PSE,1964,
PYF,1964,60.781
QAT,1964,62.112
ROU,1964,67.8451219512195
RUS,1964,68.3671707317073
RWA,1964,48.238
SAU,1964,48.148
SDN,1964,49.457
SEN,1964,39.885
SGP,1964,67.0743902439024
SLB,1964,50.859
SLE,1964,35.87
SLV,1964,50.734
SOM,1964,44.3
SRB,1964,64.7863902439024
SSD,1964,33.149
STP,1964,47.161
SUR,1964,59.625
SVK,1964,71.0198780487805
SVN,1964,68.6634146341463
SWE,1964,73.7331707317073
SWZ,1964,47.335
SXM,1964,68.604
SYC,1964,
SYR,1964,56.5
TCA,1964,60.159
TCD,1964,39.333
TGO,1964,43.702
THA,1964,53.978
TJK,1964,54.846
TKM,1964,55.177
TLS,1964,33.602
TON,1964,60.054
TTO,1964,63.843
TUN,1964,47.365
TUR,1964,53.714
TUV,1964,49.984
TZA,1964,43.747
UGA,1964,47.889
UKR,1964,70.205512195122
URY,1964,68.179
USA,1964,70.1658536585366
UZB,1964,58.846
VCT,1964,62.667
VEN,1964,60.609
VGB,1964,64.647
VIR,1964,64.6180731707317
VNM,1964,59.323
VUT,1964,51.706
WSM,1964,53.601
YEM,1964,34.738
ZAF,1964,53.906
ZMB,1964,49.849
ZWE,1964,54.994
AFG,1965,34.953
AGO,1965,38.495
ALB,1965,60.019
ARE,1965,53.985
ARG,1965,64.593
ARM,1965,62.754
ASM,1965,
ATG,1965,66.026
AUS,1965,70.850243902439
AUT,1965,69.7221951219512
AZE,1965,57.619
BDI,1965,42.005
BEL,1965,70.6253658536586
BEN,1965,40.184
BFA,1965,37.691
BGD,1965,46.858
BGR,1965,71.2939024390244
BHR,1965,58.228
BHS,1965,64.362
BIH,1965,64.555
BLR,1965,70.5974878048781
BLZ,1965,60.629
BMU,1965,67.848
BOL,1965,44.712
BRA,1965,55.084
BRB,1965,67.376
BRN,1965,61.193
BTN,1965,36.24
BWA,1965,52.809
CAF,1965,41.929
CAN,1965,71.8721951219512
CHE,1965,72.2017073170732
CHL,1965,59.455
CHN,1965,52.912
CIV,1965,41.177
CMR,1965,43.889
COD,1965,40.704
COG,1965,51.2
COL,1965,59.815
COM,1965,41.7
CPV,1965,51.808
CRI,1965,62.663
CUB,1965,66.318
CYM,1965,
CYP,1965,67.052
CZE,1965,70.1631707317073
DEU,1965,70.4103658536585
DJI,1965,45.088
DMA,1965,64.587
DNK,1965,72.3707317073171
DOM,1965,50.864
DZA,1965,42.714
ECU,1965,55.664
EGY,1965,49.128
ERI,1965,39.554
ESP,1965,70.8092682926829
EST,1965,69.6807317073171
ETH,1965,42.444
FIN,1965,68.9778048780488
FJI,1965,60.805
FRA,1965,70.8121951219512
FSM,1965,59.11
GAB,1965,49.752
GBR,1965,71.6243902439024
GEO,1965,62.852
GHA,1965,47.778
GIN,1965,37.599
GMB,1965,37.445
GNB,1965,36.383
GNQ,1965,43.054
GRC,1965,71.4283170731707
GRD,1965,64.728
GTM,1965,47.814
GUM,1965,62.893
GUY,1965,59.742
HKG,1965,69.2512195121951
HND,1965,51.465
HRV,1965,67.8325609756098
HTI,1965,45.351
HUN,1965,69.0712195121951
IDN,1965,42.599
IND,1965,44.98
IRL,1965,70.695
IRN,1965,46.744
IRQ,1965,56.616
ISL,1965,73.8687804878049
ISR,1965,
ITA,1965,70.1717073170732
JAM,1965,65.972
JOR,1965,57.415
JPN,1965,70.2668292682927
KAZ,1965,59.4616829268293
KEN,1965,51.7
KGZ,1965,56.4094878048781
KHM,1965,44.789
KIR,1965,51.038
KNA,1965,59.593
KOR,1965,58.2404878048781
KWT,1965,62.219
LAO,1965,42.056
LBN,1965,66.065
LBR,1965,38.812
LBY,1965,48.657
LCA,1965,60.883
LIE,1965,
LKA,1965,62.637
LSO,1965,50.057
LTU,1965,71.3251219512195
LUX,1965,69.0254146341464
LVA,1965,70.7265853658537
MAC,1965,67.199
MAF,1965,68.489
MAR,1965,45.973
MDA,1965,63.152
MDG,1965,45.222
MDV,1965,41.383
MEX,1965,58.499
MHL,1965,56.564
MKD,1965,60.0019268292683
MLI,1965,30.623
MLT,1965,68.4015609756098
MMR,1965,47.46
MNE,1965,67.9873658536585
MNG,1965,49.619
MNP,1965,
MOZ,1965,41.699
MRT,1965,48.059
MUS,1965,59.5678536585366
MWI,1965,35.724
MYS,1965,60.95
NAM,1965,51.039
NCL,1965,60.7853658536585
NER,1965,36.753
NGA,1965,38.68
NIC,1965,50.193
NLD,1965,73.5687804878049
NOR,1965,73.7231707317073
NPL,1965,40.446
NZL,1965,71.2268292682927
OMN,1965,41.885
PAK,1965,49.444
PAN,1965,63.558
PER,1965,53.183
PHL,1965,60.898
PLW,1965,
PNG,1965,48.816
POL,1965,69.4292682926829
PRI,1965,69.991
PRK,1965,56.827
PRT,1965,65.9604634146341
PRY,1965,61.819
PSE,1965,
PYF,1965,61.045
QAT,1965,62.85
ROU,1965,67.7072682926829
RUS,1965,67.887756097561
RWA,1965,48.282
SAU,1965,48.782
SDN,1965,46.935
